0, 1635066267515732, 1635066267515732
1, 1635066267530268, 14536
2, 1635066267542511, 12243
3, 1635066267554736, 12225
4, 1635066267566955, 12219
5, 1635066267579169, 12214
6, 1635066267591385, 12216
7, 1635066267603601, 12216
8, 1635066267615858, 12257
9, 1635066267628084, 12226
10, 1635066267640294, 12210
11, 1635066267652508, 12214
12, 1635066267664751, 12243
13, 1635066267676966, 12215
14, 1635066267689177, 12211
15, 1635066267701389, 12212
16, 1635066267713601, 12212
17, 1635066267725841, 12240
18, 1635066267738067, 12226
19, 1635066267750281, 12214
20, 1635066267762493, 12212
21, 1635066267774732, 12239
22, 1635066267786942, 12210
23, 1635066267799152, 12210
24, 1635066267811359, 12207
25, 1635066267823567, 12208
26, 1635066267835803, 12236
27, 1635066267848024, 12221
28, 1635066267860232, 12208
29, 1635066267872439, 12207
30, 1635066267884675, 12236
31, 1635066267896881, 12206
32, 1635066267909086, 12205
33, 1635066267921291, 12205
34, 1635066267933500, 12209
35, 1635066267945733, 12233
36, 1635066267957936, 12203
37, 1635066267970144, 12208
38, 1635066267982350, 12206
39, 1635066267994585, 12235
40, 1635066268006797, 12212
41, 1635066268019010, 12213
42, 1635066268031219, 12209
43, 1635066268043429, 12210
44, 1635066268055664, 12235
45, 1635066268067884, 12220
46, 1635066268080102, 12218
47, 1635066268092307, 12205
48, 1635066268104540, 12233
49, 1635066268116745, 12205
50, 1635066268129009, 12264
51, 1635066268141216, 12207
52, 1635066268153419, 12203
53, 1635066268165651, 12232
54, 1635066268177852, 12201
55, 1635066268190101, 12249
56, 1635066268202306, 12205
57, 1635066268214540, 12234
58, 1635066268226746, 12206
59, 1635066268238953, 12207
60, 1635066268251153, 12200
61, 1635066268263348, 12195
62, 1635066268275573, 12225
63, 1635066268287778, 12205
64, 1635066268299998, 12220
65, 1635066268312202, 12204
66, 1635066268324434, 12232
67, 1635066268336635, 12201
68, 1635066268348838, 12203
69, 1635066268361038, 12200
70, 1635066268373240, 12202
71, 1635066268385470, 12230
72, 1635066268397671, 12201
