0, 1635066267515732, 1635066267516036, 304
1, 1635066267530268, 1635066267530429, 161
2, 1635066267542511, 1635066267542661, 150
3, 1635066267554736, 1635066267554884, 148
4, 1635066267566955, 1635066267567101, 146
5, 1635066267579169, 1635066267579315, 146
6, 1635066267591385, 1635066267591530, 145
7, 1635066267603601, 1635066267603745, 144
8, 1635066267615858, 1635066267616016, 158
9, 1635066267628084, 1635066267628228, 144
10, 1635066267640294, 1635066267640439, 145
11, 1635066267652508, 1635066267652653, 145
12, 1635066267664751, 1635066267664895, 144
13, 1635066267676966, 1635066267677108, 142
14, 1635066267689177, 1635066267689320, 143
15, 1635066267701389, 1635066267701532, 143
16, 1635066267713601, 1635066267713745, 144
17, 1635066267725841, 1635066267725985, 144
18, 1635066267738067, 1635066267738211, 144
19, 1635066267750281, 1635066267750424, 143
20, 1635066267762493, 1635066267762637, 144
21, 1635066267774732, 1635066267774876, 144
22, 1635066267786942, 1635066267787084, 142
23, 1635066267799152, 1635066267799294, 142
24, 1635066267811359, 1635066267811503, 144
25, 1635066267823567, 1635066267823709, 142
26, 1635066267835803, 1635066267835957, 154
27, 1635066267848024, 1635066267848165, 141
28, 1635066267860232, 1635066267860373, 141
29, 1635066267872439, 1635066267872580, 141
30, 1635066267884675, 1635066267884816, 141
31, 1635066267896881, 1635066267897022, 141
32, 1635066267909086, 1635066267909227, 141
33, 1635066267921291, 1635066267921436, 145
34, 1635066267933500, 1635066267933642, 142
35, 1635066267945733, 1635066267945875, 142
36, 1635066267957936, 1635066267958079, 143
37, 1635066267970144, 1635066267970288, 144
38, 1635066267982350, 1635066267982492, 142
39, 1635066267994585, 1635066267994730, 145
40, 1635066268006797, 1635066268006943, 146
41, 1635066268019010, 1635066268019152, 142
42, 1635066268031219, 1635066268031363, 144
43, 1635066268043429, 1635066268043571, 142
44, 1635066268055664, 1635066268055807, 143
45, 1635066268067884, 1635066268068038, 154
46, 1635066268080102, 1635066268080243, 141
47, 1635066268092307, 1635066268092448, 141
48, 1635066268104540, 1635066268104683, 143
49, 1635066268116745, 1635066268116928, 183
50, 1635066268129009, 1635066268129153, 144
51, 1635066268141216, 1635066268141357, 141
52, 1635066268153419, 1635066268153560, 141
53, 1635066268165651, 1635066268165792, 141
54, 1635066268177852, 1635066268177993, 141
55, 1635066268190101, 1635066268190243, 142
56, 1635066268202306, 1635066268202448, 142
57, 1635066268214540, 1635066268214682, 142
58, 1635066268226746, 1635066268226889, 143
59, 1635066268238953, 1635066268239095, 142
60, 1635066268251153, 1635066268251296, 143
61, 1635066268263348, 1635066268263488, 140
62, 1635066268275573, 1635066268275716, 143
63, 1635066268287778, 1635066268287920, 142
64, 1635066268299998, 1635066268300140, 142
65, 1635066268312202, 1635066268312342, 140
66, 1635066268324434, 1635066268324574, 140
67, 1635066268336635, 1635066268336776, 141
68, 1635066268348838, 1635066268348978, 140
69, 1635066268361038, 1635066268361179, 141
70, 1635066268373240, 1635066268373381, 141
71, 1635066268385470, 1635066268385611, 141
72, 1635066268397671, 1635066268397812, 141
73, 1635066268409870, 1635066268410013, 143
74, 1635066268422078, 1635066268422220, 142
75, 1635066268434312, 1635066268434453, 141
76, 1635066268446516, 1635066268446659, 143
77, 1635066268458720, 1635066268458862, 142
78, 1635066268470934, 1635066268471076, 142
79, 1635066268483135, 1635066268483275, 140
80, 1635066268495364, 1635066268495505, 141
81, 1635066268507564, 1635066268507705, 141
82, 1635066268519765, 1635066268519905, 140
83, 1635066268531947, 1635066268532089, 142
84, 1635066268544176, 1635066268544318, 142
85, 1635066268556376, 1635066268556517, 141
86, 1635066268568576, 1635066268568719, 143
87, 1635066268580778, 1635066268580921, 143
88, 1635066268592981, 1635066268593122, 141
89, 1635066268605211, 1635066268605353, 142
90, 1635066268617412, 1635066268617552, 140
91, 1635066268629611, 1635066268629751, 140
92, 1635066268641811, 1635066268641952, 141
93, 1635066268654053, 1635066268654194, 141
94, 1635066268670018, 1635066268670162, 144
95, 1635066268683485, 1635066268683646, 161
96, 1635066268699593, 1635066268699737, 144
97, 1635066268713789, 1635066268713930, 141
98, 1635066268727945, 1635066268728087, 142
99, 1635066268742127, 1635066268742269, 142
100, 1635066268756276, 1635066268756420, 144
101, 1635066268770432, 1635066268770606, 174
102, 1635066268784663, 1635066268784807, 144
103, 1635066268798819, 1635066268798962, 143
104, 1635066268812998, 1635066268813141, 143
105, 1635066268827150, 1635066268827292, 142
106, 1635066268841327, 1635066268841470, 143
107, 1635066268855480, 1635066268855622, 142
108, 1635066268869656, 1635066268869799, 143
109, 1635066268883806, 1635066268883960, 154
110, 1635066268897970, 1635066268898113, 143
111, 1635066268912149, 1635066268912291, 142
112, 1635066268926296, 1635066268926438, 142
113, 1635066268940473, 1635066268940614, 141
114, 1635066268954620, 1635066268954765, 145
115, 1635066268968799, 1635066268968943, 144
116, 1635066268982947, 1635066268983088, 141
117, 1635066268997156, 1635066268997297, 141
118, 1635066269011375, 1635066269011518, 143
119, 1635066269025594, 1635066269025736, 142
120, 1635066269039842, 1635066269039998, 156
121, 1635066269054078, 1635066269054221, 143
122, 1635066269068325, 1635066269068467, 142
123, 1635066269082545, 1635066269082687, 142
124, 1635066269096750, 1635066269096892, 142
125, 1635066269110888, 1635066269111030, 142
126, 1635066269125062, 1635066269125204, 142
127, 1635066269139210, 1635066269139352, 142
128, 1635066269153357, 1635066269153498, 141
129, 1635066269167531, 1635066269167674, 143
130, 1635066269181676, 1635066269181817, 141
131, 1635066269195849, 1635066269196006, 157
132, 1635066269210022, 1635066269210165, 143
133, 1635066269224197, 1635066269224339, 142
134, 1635066269238345, 1635066269238486, 141
135, 1635066269252517, 1635066269252659, 142
136, 1635066269266663, 1635066269266805, 142
137, 1635066269280837, 1635066269280979, 142
138, 1635066269295011, 1635066269295153, 142
139, 1635066269309158, 1635066269309300, 142
140, 1635066269323329, 1635066269323470, 141
141, 1635066269337472, 1635066269337615, 143
142, 1635066269351643, 1635066269351785, 142
143, 1635066269365803, 1635066269365946, 143
144, 1635066269380008, 1635066269380129, 121
145, 1635066269396206, 1635066269396275, 69
146, 1635066269409545, 1635066269409610, 65
147, 1635066269422903, 1635066269422968, 65
148, 1635066269436231, 1635066269436294, 63
149, 1635066269449555, 1635066269449620, 65
150, 1635066269462879, 1635066269462944, 65
151, 1635066269476203, 1635066269476267, 64
152, 1635066269489552, 1635066269489648, 96
153, 1635066269502941, 1635066269503005, 64
154, 1635066269516293, 1635066269516356, 63
155, 1635066269529613, 1635066269529676, 63
156, 1635066269542969, 1635066269543032, 63
157, 1635066269556290, 1635066269556353, 63
158, 1635066269569609, 1635066269569671, 62
159, 1635066269582939, 1635066269583002, 63
160, 1635066269596257, 1635066269596320, 63
161, 1635066269609606, 1635066269609669, 63
162, 1635066269622936, 1635066269623000, 64
163, 1635066269636285, 1635066269636348, 63
164, 1635066269649604, 1635066269649668, 64
165, 1635066269662962, 1635066269663027, 65
166, 1635066269676285, 1635066269676349, 64
167, 1635066269689603, 1635066269689666, 63
168, 1635066269702935, 1635066269702999, 64
169, 1635066269716256, 1635066269716319, 63
170, 1635066269729603, 1635066269729666, 63
171, 1635066269742936, 1635066269743000, 64
172, 1635066269756283, 1635066269756346, 63
173, 1635066269769602, 1635066269769665, 63
174, 1635066269782961, 1635066269783025, 64
175, 1635066269796279, 1635066269796343, 64
176, 1635066269809599, 1635066269809662, 63
177, 1635066269822929, 1635066269822992, 63
178, 1635066269836249, 1635066269836311, 62
179, 1635066269849596, 1635066269849661, 65
180, 1635066269862928, 1635066269862992, 64
181, 1635066269876275, 1635066269876338, 63
182, 1635066269889591, 1635066269889654, 63
183, 1635066269902967, 1635066269903033, 66
184, 1635066269916287, 1635066269916352, 65
185, 1635066269932078, 1635066269932143, 65
186, 1635066269948096, 1635066269948160, 64
187, 1635066269961379, 1635066269961443, 64
188, 1635066269976623, 1635066269976687, 64
189, 1635066269989948, 1635066269990012, 64
190, 1635066270003301, 1635066270003366, 65
191, 1635066270016628, 1635066270016693, 65
192, 1635066270029955, 1635066270030019, 64
193, 1635066270043309, 1635066270043371, 62
194, 1635066270056626, 1635066270056691, 65
195, 1635066270069938, 1635066270070002, 64
196, 1635066270083255, 1635066270083320, 65
197, 1635066270096608, 1635066270096672, 64
198, 1635066270109934, 1635066270109997, 63
199, 1635066270123283, 1635066270123347, 64
