0, 1635066392141167, 1635066392141200, 33
1, 1635066392159163, 1635066392159182, 19
2, 1635066392172145, 1635066392172161, 16
3, 1635066392185084, 1635066392185099, 15
4, 1635066392198030, 1635066392198046, 16
5, 1635066392210996, 1635066392211013, 17
6, 1635066392223964, 1635066392223979, 15
7, 1635066392236889, 1635066392236906, 17
8, 1635066392249857, 1635066392249871, 14
9, 1635066392262777, 1635066392262886, 109
10, 1635066392276407, 1635066392276510, 103
11, 1635066392290079, 1635066392290179, 100
12, 1635066392303709, 1635066392303726, 17
13, 1635066392316578, 1635066392316595, 17
14, 1635066392329418, 1635066392329520, 102
15, 1635066392343035, 1635066392343132, 97
16, 1635066392356698, 1635066392356795, 97
17, 1635066392370326, 1635066392370423, 97
18, 1635066392383991, 1635066392384088, 97
19, 1635066392397620, 1635066392397716, 96
20, 1635066392411294, 1635066392411390, 96
21, 1635066392424917, 1635066392425013, 96
22, 1635066392438541, 1635066392438681, 140
23, 1635066392452278, 1635066392452420, 142
24, 1635066392465990, 1635066392466130, 140
25, 1635066392479728, 1635066392479868, 140
26, 1635066392493437, 1635066392493575, 138
27, 1635066392507164, 1635066392507301, 137
28, 1635066392520867, 1635066392521003, 136
29, 1635066392534593, 1635066392534734, 141
30, 1635066392548300, 1635066392548439, 139
31, 1635066392562002, 1635066392562143, 141
32, 1635066392575733, 1635066392575871, 138
33, 1635066392589438, 1635066392589575, 137
34, 1635066392603163, 1635066392603301, 138
35, 1635066392616869, 1635066392617007, 138
36, 1635066392630593, 1635066392630729, 136
37, 1635066392644294, 1635066392644432, 138
38, 1635066392658016, 1635066392658154, 138
39, 1635066392671723, 1635066392671860, 137
40, 1635066392685426, 1635066392685564, 138
41, 1635066392699148, 1635066392699285, 137
42, 1635066392712851, 1635066392712991, 140
43, 1635066392726582, 1635066392726600, 18
44, 1635066392739430, 1635066392739526, 96
45, 1635066392753075, 1635066392753170, 95
46, 1635066392766709, 1635066392766807, 98
47, 1635066392780339, 1635066392780434, 95
48, 1635066392793994, 1635066392794090, 96
49, 1635066392807619, 1635066392807766, 147
50, 1635066392821330, 1635066392821427, 97
51, 1635066392834953, 1635066392835049, 96
52, 1635066392848613, 1635066392848709, 96
53, 1635066392862235, 1635066392862330, 95
54, 1635066392875895, 1635066392875990, 95
55, 1635066392889516, 1635066392889613, 97
56, 1635066392903210, 1635066392903307, 97
57, 1635066392916928, 1635066392917025, 97
58, 1635066392930623, 1635066392930720, 97
59, 1635066392944349, 1635066392944446, 97
60, 1635066392958045, 1635066392958140, 95
61, 1635066392971767, 1635066392971862, 95
62, 1635066392985471, 1635066392985568, 97
63, 1635066392999108, 1635066392999204, 96
64, 1635066393012725, 1635066393012822, 97
65, 1635066393026345, 1635066393026442, 97
66, 1635066393040001, 1635066393040098, 97
67, 1635066393053618, 1635066393053636, 18
68, 1635066393066497, 1635066393066512, 15
69, 1635066393079423, 1635066393079437, 14
70, 1635066393092342, 1635066393092357, 15
71, 1635066393105284, 1635066393105299, 15
72, 1635066393118199, 1635066393118214, 15
73, 1635066393131110, 1635066393131127, 17
74, 1635066393144053, 1635066393144068, 15
75, 1635066393156966, 1635066393156981, 15
76, 1635066393169899, 1635066393169914, 15
77, 1635066393182845, 1635066393182870, 25
78, 1635066393195865, 1635066393195881, 16
79, 1635066393208796, 1635066393208811, 15
80, 1635066393221742, 1635066393221757, 15
81, 1635066393234660, 1635066393234676, 16
82, 1635066393247589, 1635066393247604, 15
83, 1635066393260534, 1635066393260549, 15
84, 1635066393273449, 1635066393273465, 16
85, 1635066393286362, 1635066393286378, 16
86, 1635066393299328, 1635066393299343, 15
87, 1635066393312238, 1635066393312253, 15
88, 1635066393325150, 1635066393325165, 15
89, 1635066393338114, 1635066393338131, 17
90, 1635066393351022, 1635066393351039, 17
91, 1635066393363939, 1635066393363954, 15
92, 1635066393376878, 1635066393376893, 15
93, 1635066393389786, 1635066393389800, 14
94, 1635066393402693, 1635066393402708, 15
95, 1635066393418478, 1635066393418581, 103
96, 1635066393434923, 1635066393435022, 99
97, 1635066393448592, 1635066393448689, 97
98, 1635066393462254, 1635066393462273, 19
99, 1635066393476710, 1635066393476727, 17
100, 1635066393491129, 1635066393491146, 17
101, 1635066393505580, 1635066393505723, 143
